MATNR,LGORT_ID,LIEF_ID,LEGAL_ENTITY,EBELN,BEDAT,EINDT,QTY,PREZZO_UN,VALORE_TOT,LEAD_TIME_GG
ART00589,MAG004,SUP012,LE001,PO2920662,20220201,,1984,607.02,1204327.68,
ART00451,MAG004,SUP037,LE001,PO3135618,20231227,20240114,1402,103.61,145261.22,18
ART00431,MAG004,SUP080,LE001,PO5375036,20230512,20230520,1621,15.9,25773.9,8
ART00695,MAG019,SUP004,LE003,PO7901449,20240929,20241021,1703,5.52,9400.56,22
ART00361,MAG016,SUP007,LE003,PO3066766,20220709,20220715,256,20.51,5250.56,6
ART00705,MAG004,SUP070,LE001,PO4066193,20230511,20230612,1066,80.74,86068.84,32
ART00936,MAG015,SUP022,LE002,PO1035926,20221102,20221121,1562,1757.11,2744605.82,19
ART00545,MAG017,SUP058,LE003,PO4189056,20220912,20221029,1104,46.71,51567.84,47
ART00436,MAG007,SUP028,LE001,PO1857019,20231023,20231111,1556,451.07,701864.92,19
ART00996,MAG019,SUP052,LE003,PO4297047,20210108,20210219,1854,118.87,220384.98,42
ART00157,MAG007,SUP003,LE001,PO6002073,20230220,20230406,1505,152.89,230099.45,45
ART00840,MAG004,SUP073,LE001,PO3570838,20210616,20210811,439,19.62,8613.18,56
ART00963,MAG006,SUP060,LE001,PO6025030,20241125,20241220,309,15.68,4845.12,25
ART00988,MAG018,SUP047,LE003,PO8359714,20220217,,404,100.64,40658.56,
ART00719,MAG019,SUP077,LE003,PO1145543,20240108,20240206,1929,1432.47,2763234.63,29
ART00753,MAG003,SUP006,LE001,PO7728752,20210622,20210716,685,116.52,79816.2,24
ART00896,MAG001,SUP021,LE001,PO7060323,20220109,20220120,93,57.42,5340.06,11
ART00498,MAG001,SUP023,LE001,PO8991355,20220331,20220404,1546,94.01,145339.46,4
ART00053,MAG007,SUP021,LE001,PO2060140,20220329,20220525,828,405.82,336018.96,57
ART00632,MAG005,SUP017,LE001,PO7930261,20221116,20221220,1446,72.27,104502.42,34
ART00314,MAG018,SUP072,LE003,PO4780613,20210606,20210717,121,1825.79,220920.59,41
ART00490,MAG007,SUP019,LE001,PO4660151,20210830,,1201,2.43,2918.43,
ART00841,MAG010,SUP002,LE002,PO4164925,20231207,20231231,215,81.44,17509.6,24
ART00263,MAG011,SUP038,LE002,PO7334984,20240524,20240615,384,57.61,22122.24,22
ART00922,MAG003,SUP077,LE001,PO4466564,20210603,20210726,812,10.23,8306.76,53
ART00892,MAG020,SUP054,LE003,PO4153189,20221222,,1340,294.64,394817.6,
ART00480,MAG011,SUP067,LE002,PO9370234,20220404,,1774,73.26,129963.24,
ART00156,MAG012,SUP062,LE002,PO3363827,20210728,20210814,752,383.85,288655.2,17
ART00001,MAG012,SUP044,LE002,PO5559057,20230807,,506,224.71,113703.26,
ART00014,MAG017,SUP016,LE003,PO9226857,20231126,,1115,68.24,76087.6,
ART00379,MAG003,SUP060,LE001,PO8306186,20240403,20240426,1645,23.48,38624.6,23
ART00791,MAG014,SUP006,LE002,PO2130631,20240310,20240316,1091,308.38,336442.58,6
ART00513,MAG006,SUP031,LE001,PO8918957,20210516,,1285,17.65,22680.25,
ART00669,MAG016,SUP028,LE003,PO2319734,20210509,20210627,90,1993.32,179398.8,49
ART00089,MAG013,SUP036,LE002,PO8113706,20230106,20230302,291,26.13,7603.83,55
ART00098,MAG003,SUP040,LE001,PO1936309,20241228,20250104,1016,4.14,4206.24,7
ART00540,MAG008,SUP002,LE001,PO6649377,20210919,20211117,1940,21.56,41826.4,59
ART00549,MAG010,SUP069,LE002,PO2327977,20221002,20221130,1597,3799.32,6067514.04,59
ART00071,MAG010,SUP074,LE002,PO6798038,20230111,,1528,7.37,11261.36,
ART00292,MAG011,SUP027,LE002,PO8825486,20230809,,1150,28.29,32533.5,
ART00189,MAG003,SUP026,LE001,PO8480444,20240305,20240411,53,158.46,8398.38,37
ART00996,MAG014,SUP058,LE002,PO8443215,20240809,20240812,251,151.24,37961.24,3
ART00494,MAG016,SUP023,LE003,PO4144759,20221101,20221121,687,153.41,105392.67,20
ART00412,MAG004,SUP064,LE001,PO3205644,20210928,20211012,1171,52.12,61032.52,14
ART00751,MAG011,SUP012,LE002,PO5716566,20210218,20210311,1186,381.37,452304.82,21
ART00264,MAG002,SUP017,LE001,PO3052940,20220430,20220529,1524,36.51,55641.24,29
ART00736,MAG010,SUP076,LE002,PO4198298,20221127,20230116,1850,6856.05,12683692.5,50
ART00565,MAG009,SUP047,LE002,PO1528758,20210826,20211020,1985,2324.27,4613675.95,55
ART00956,MAG016,SUP045,LE003,PO7746196,20230421,20230607,1243,5159.54,6413308.22,47
ART00864,MAG020,SUP042,LE003,PO4703396,20230419,,1523,21.53,32790.19,
ART00842,MAG003,SUP014,LE001,PO9302947,20221009,20221022,284,308.33,87565.72,13
ART00929,MAG006,SUP023,LE001,PO6035436,20231022,20231117,41,371.95,15249.95,26
ART00765,MAG017,SUP015,LE003,PO7114096,20220703,20220823,1903,36.18,68850.54,51
ART00611,MAG001,SUP033,LE001,PO9124969,20230312,20230428,824,26.17,21564.08,47
ART00123,MAG008,SUP067,LE001,PO5706382,20230529,20230703,1916,12.23,23432.68,35
ART00673,MAG017,SUP046,LE003,PO4561565,20231111,20231204,1727,521.54,900699.58,23
ART00479,MAG001,SUP074,LE001,PO8156107,20230827,,1217,2.49,3030.33,
ART00893,MAG001,SUP037,LE001,PO7320080,20210724,20210819,471,439.51,207009.21,26
ART00199,MAG017,SUP047,LE003,PO3725674,20221113,20230101,27,2138.24,57732.48,49
ART00940,MAG020,SUP021,LE003,PO2407448,20241030,20241118,1960,3874.97,7594941.2,19
ART00975,MAG019,SUP080,LE003,PO2196412,20220113,20220123,1298,98.48,127827.04,10
ART00113,MAG019,SUP027,LE003,PO8713573,20240816,20240930,93,326.99,30410.07,45
ART00323,MAG009,SUP023,LE002,PO6475809,20210301,20210328,970,352.89,342303.3,27
ART00888,MAG001,SUP005,LE001,PO5269445,20240718,20240908,834,271.39,226339.26,52
ART00705,MAG017,SUP024,LE003,PO6307300,20211019,20211030,1172,67.7,79344.4,11
ART00630,MAG016,SUP058,LE003,PO6365609,20230516,20230604,135,69.07,9324.45,19
ART00418,MAG013,SUP060,LE002,PO6160699,20220528,20220623,1110,513.47,569951.7,26
ART00544,MAG010,SUP023,LE002,PO7234112,20220507,20220612,424,998.48,423355.52,36
ART00041,MAG015,SUP004,LE002,PO3631436,20230923,20231105,724,51.87,37553.88,43
ART00969,MAG013,SUP012,LE002,PO1247051,20221109,20221225,228,358.93,81836.04,46
ART00166,MAG020,SUP064,LE003,PO7926700,20220303,,816,51.72,42203.52,
ART00650,MAG020,SUP025,LE003,PO1834846,20210109,20210123,1717,120.49,206881.33,14
ART00450,MAG005,SUP060,LE001,PO1266623,20220328,20220514,1779,2.31,4109.49,47
ART00225,MAG016,SUP047,LE003,PO4577363,20221014,20221210,1669,3518.82,5872910.58,57
ART00448,MAG002,SUP053,LE001,PO9278629,20240225,20240302,1611,246.38,396918.18,6
ART00593,MAG017,SUP063,LE003,PO7171021,20240110,20240212,1672,8.29,13860.88,33
ART00324,MAG011,SUP039,LE002,PO7713069,20230823,20231004,324,22.02,7134.48,42
ART00614,MAG017,SUP071,LE003,PO9224992,20210430,20210510,53,30.07,1593.71,10
ART00149,MAG015,SUP053,LE002,PO7058277,20220112,20220218,453,26.04,11796.12,37
ART00565,MAG005,SUP060,LE001,PO6089631,20231121,20240113,377,2588.03,975687.31,53
ART00292,MAG005,SUP043,LE001,PO1883153,20210825,20210928,1808,27.2,49177.6,34
ART00320,MAG019,SUP077,LE003,PO2170263,20220310,20220315,1974,26.21,51738.54,5
ART00959,MAG017,SUP016,LE003,PO4985425,20220814,,1107,2431.85,2692057.95,
ART00848,MAG006,SUP044,LE001,PO8429432,20211211,,357,117.93,42101.01,
ART00408,MAG012,SUP018,LE002,PO1673687,20220218,20220402,1642,17.44,28636.48,43
ART00940,MAG001,SUP075,LE001,PO9030771,20241206,20250103,1935,3890.37,7527865.95,28
ART00448,MAG007,SUP007,LE001,PO3761361,20220323,20220428,691,319.89,221043.99,36
ART00946,MAG015,SUP037,LE002,PO1327579,20230403,20230419,8,55.27,442.16,16
ART00543,MAG011,SUP017,LE002,PO7100690,20210217,20210306,746,118.1,88102.6,17
ART00864,MAG006,SUP074,LE001,PO8649268,20220720,20220731,1302,22.06,28722.12,11
ART00973,MAG017,SUP011,LE003,PO9734897,20240420,20240619,1297,179.39,232668.83,60
ART00768,MAG010,SUP026,LE002,PO3588769,20221025,20221123,1133,161.91,183444.03,29
ART00648,MAG003,SUP077,LE001,PO6996643,20240209,20240321,270,17.84,4816.8,41
ART00519,MAG008,SUP059,LE001,PO5744055,20220412,20220531,1426,240.72,343266.72,49
ART00369,MAG007,SUP015,LE001,PO8130880,20220430,20220612,782,250.52,195906.64,43
ART00335,MAG010,SUP062,LE002,PO8116881,20221231,20230226,638,21.19,13519.22,57
ART00321,MAG007,SUP053,LE001,PO4270263,20220618,,1422,25.84,36744.48,
ART00756,MAG019,SUP027,LE003,PO9621875,20210903,20210906,892,411.73,367263.16,3
ART00416,MAG020,SUP020,LE003,PO8841210,20231208,20240202,640,90.81,58118.4,56
ART00903,MAG002,SUP033,LE001,PO1409117,20220401,20220407,310,17.6,5456,6
ART00891,MAG019,SUP024,LE003,PO5728764,20230412,20230518,440,448.12,197172.8,36
ART00419,MAG004,SUP015,LE001,PO8953300,20231203,,867,261.58,226789.86,
ART00595,MAG017,SUP011,LE003,PO2778358,20240417,20240524,1041,350.14,364495.74,37
ART00737,MAG009,SUP064,LE002,PO6112642,20230110,20230123,756,86.91,65703.96,13
ART00739,MAG007,SUP015,LE001,PO3462627,20240505,20240630,646,290.47,187643.62,56
ART00129,MAG012,SUP027,LE002,PO5610623,20240607,20240729,598,20.12,12031.76,52
ART00303,MAG001,SUP027,LE001,PO8791379,20240928,20241122,965,7.3,7044.5,55
ART00022,MAG013,SUP013,LE002,PO2643725,20230102,20230112,1452,146.44,212630.88,10
ART00872,MAG010,SUP059,LE002,PO1792859,20220527,20220621,1677,195.69,328172.13,25
ART00240,MAG005,SUP028,LE001,PO8568250,20240819,20241001,1021,4494.77,4589160.17,43
ART00298,MAG011,SUP013,LE002,PO4144425,20240906,20241103,1473,16,23568,58
ART00823,MAG008,SUP002,LE001,PO8869381,20210705,20210711,924,21.06,19459.44,6
ART00747,MAG001,SUP043,LE001,PO8780764,20220828,20220911,1812,3.58,6486.96,14
ART00850,MAG015,SUP080,LE002,PO5865588,20210120,20210312,506,4.06,2054.36,51
ART00149,MAG005,SUP025,LE001,PO8557768,20220909,20221004,108,27.62,2982.96,25
ART00717,MAG006,SUP047,LE001,PO2851509,20210324,,1032,3408.73,3517809.36,
ART00642,MAG006,SUP064,LE001,PO1300208,20210715,20210830,1419,225.44,319899.36,46
ART00715,MAG002,SUP072,LE001,PO4632438,20210821,20210824,708,179.42,127029.36,3
ART00455,MAG003,SUP051,LE001,PO6811310,20221201,20221216,400,311.98,124792,15
ART00915,MAG013,SUP071,LE002,PO3653534,20210218,,1412,8.09,11423.08,
ART00484,MAG008,SUP001,LE001,PO7672382,20220913,20221023,1546,192.7,297914.2,40
ART00994,MAG005,SUP063,LE001,PO4176884,20210430,20210511,568,56.47,32074.96,11
ART00677,MAG009,SUP022,LE002,PO6910597,20220920,,527,898.72,473625.44,
ART00802,MAG016,SUP071,LE003,PO4209547,20240915,20240925,27,23.13,624.51,10
ART00838,MAG008,SUP004,LE001,PO1863070,20220418,20220608,1626,5820.89,9464767.14,51
ART00037,MAG006,SUP061,LE001,PO1135686,20241111,20241214,417,685.99,286057.83,33
ART00121,MAG016,SUP009,LE003,PO8815343,20210715,,1074,65.63,70486.62,
ART00868,MAG020,SUP022,LE003,PO8255946,20230513,20230529,1821,1207.06,2198056.26,16
ART00032,MAG014,SUP038,LE002,PO5242415,20230617,20230729,313,51.77,16204.01,42
ART00909,MAG003,SUP016,LE001,PO8687167,20241118,20241220,220,1668.89,367155.8,32
ART00960,MAG010,SUP042,LE002,PO9730435,20230109,20230115,1934,10.85,20983.9,6
ART00399,MAG003,SUP006,LE001,PO9325580,20230222,20230419,1557,540.76,841963.32,56
ART00138,MAG006,SUP016,LE001,PO8907182,20240202,20240217,1424,105.49,150217.76,15
ART00323,MAG018,SUP051,LE003,PO8826606,20230316,20230504,1933,370.25,715693.25,49
ART00482,MAG003,SUP035,LE001,PO9959458,20220610,20220628,326,481.68,157027.68,18
ART00350,MAG009,SUP012,LE002,PO1804382,20220905,20221029,708,611.09,432651.72,54
ART00893,MAG004,SUP037,LE001,PO4565525,20211103,20211201,1046,470.36,491996.56,28
ART00125,MAG012,SUP024,LE002,PO8704130,20230607,20230701,9,317.64,2858.76,24
ART00522,MAG012,SUP055,LE002,PO1320703,20230411,20230610,1924,72.8,140067.2,60
ART00736,MAG009,SUP036,LE002,PO6050515,20220513,20220616,523,5914.32,3093189.36,34
ART00733,MAG014,SUP010,LE002,PO6984255,20240519,20240626,1717,11.06,18990.02,38
ART00717,MAG011,SUP047,LE002,PO3025099,20221002,20221119,1974,3494.38,6897906.12,48
ART00925,MAG018,SUP060,LE003,PO1125689,20230221,20230313,1161,6.21,7209.81,20
ART00897,MAG018,SUP007,LE003,PO8576015,20241027,20241127,1202,30.22,36324.44,31
ART00422,MAG004,SUP018,LE001,PO4998600,20241201,20250111,1779,193.74,344663.46,41
ART00102,MAG010,SUP022,LE002,PO4513004,20230107,20230125,1216,1777.86,2161877.76,18
ART00159,MAG009,SUP057,LE002,PO5720173,20241122,20241224,589,479.82,282613.98,32
ART00531,MAG015,SUP019,LE002,PO6290924,20220805,20220906,1201,1751.83,2103947.83,32
ART00524,MAG010,SUP076,LE002,PO3084477,20221208,,1822,26.5,48283,
ART00223,MAG020,SUP045,LE003,PO7434853,20210123,20210204,1800,628.85,1131930,12
ART00339,MAG019,SUP049,LE003,PO7587671,20210109,20210206,1412,306.34,432552.08,28
ART00918,MAG004,SUP067,LE001,PO1809936,20210126,20210208,648,77.27,50070.96,13
ART00630,MAG012,SUP063,LE002,PO9493254,20220318,20220415,272,83.33,22665.76,28
ART00267,MAG011,SUP079,LE002,PO1189063,20220408,20220418,1491,15.29,22797.39,10
ART00602,MAG015,SUP001,LE002,PO4015470,20230413,20230529,1140,3165.24,3608373.6,46
ART00886,MAG017,SUP009,LE003,PO3821539,20240915,20241111,898,81.48,73169.04,57
ART00605,MAG005,SUP009,LE001,PO6949014,20220125,20220323,90,15.37,1383.3,57
ART00851,MAG003,SUP002,LE001,PO6955849,20210523,20210705,848,29.15,24719.2,43
ART00238,MAG017,SUP080,LE003,PO6323143,20210727,20210818,345,24.35,8400.75,22
ART00497,MAG017,SUP071,LE003,PO5519650,20220617,20220809,214,519.09,111085.26,53
ART00559,MAG019,SUP080,LE003,PO4908327,20211122,20211201,616,1.27,782.32,9
ART00135,MAG015,SUP048,LE002,PO2410116,20220820,20220926,467,351.68,164234.56,37
ART00853,MAG009,SUP034,LE002,PO4653569,20240127,20240307,555,18.42,10223.1,40
ART00303,MAG002,SUP060,LE001,PO4097760,20240621,20240812,1555,8.72,13559.6,52
ART00218,MAG009,SUP034,LE002,PO2382508,20221120,20221219,520,5812.97,3022744.4,29
ART00989,MAG015,SUP033,LE002,PO4496852,20221216,20230116,348,25.32,8811.36,31
ART00532,MAG001,SUP034,LE001,PO5326443,20220822,20220914,1285,145.74,187275.9,23
ART00112,MAG015,SUP001,LE002,PO7305574,20220116,,524,53.17,27861.08,
ART00931,MAG020,SUP052,LE003,PO5322388,20230128,20230327,1880,1200.71,2257334.8,58
ART00259,MAG012,SUP004,LE002,PO4269014,20220829,20220919,1379,45.56,62827.24,21
ART00861,MAG020,SUP030,LE003,PO5754297,20230529,20230712,179,130.17,23300.43,44
ART00884,MAG005,SUP036,LE001,PO9068149,20221019,20221118,1388,460.53,639215.64,30
ART00716,MAG018,SUP010,LE003,PO8565577,20210724,20210907,1404,33.72,47342.88,45
ART00842,MAG007,SUP067,LE001,PO5787921,20230309,20230328,957,360.25,344759.25,19
ART00823,MAG001,SUP079,LE001,PO5921012,20220912,20221004,262,23,6026,22
ART00194,MAG002,SUP071,LE001,PO6167540,20210224,20210324,1284,24.78,31817.52,28
ART00718,MAG017,SUP038,LE003,PO5346231,20240116,20240126,739,748.82,553377.98,10
ART00703,MAG011,SUP053,LE002,PO7086145,20240318,,714,8.29,5919.06,
ART00069,MAG015,SUP070,LE002,PO2422834,20240222,20240413,359,335.92,120595.28,51
ART00222,MAG004,SUP049,LE001,PO1986934,20231228,20240202,500,38.46,19230,36
ART00779,MAG017,SUP077,LE003,PO6367316,20210724,20210825,1941,268.43,521022.63,32
ART00072,MAG017,SUP040,LE003,PO4192900,20231216,20240208,387,5170.79,2001095.73,54
ART00784,MAG002,SUP030,LE001,PO1071892,20210128,20210227,602,12.35,7434.7,30
ART00045,MAG006,SUP046,LE001,PO6317295,20230819,20230930,906,624.25,565570.5,42
ART00605,MAG007,SUP017,LE001,PO5435376,20220705,20220730,71,13.53,960.63,25
ART00427,MAG020,SUP059,LE003,PO9221936,20221001,20221008,1805,251.84,454571.2,7
ART00974,MAG004,SUP050,LE001,PO3062210,20240222,20240303,1073,193.58,207711.34,10
ART00704,MAG016,SUP031,LE003,PO4226504,20220101,20220217,512,16.62,8509.44,47
ART00373,MAG010,SUP019,LE002,PO8657796,20211123,20211225,865,168.42,145683.3,32
ART00540,MAG012,SUP030,LE002,PO1521926,20211110,20211201,1013,25.33,25659.29,21
ART00105,MAG001,SUP002,LE001,PO9698226,20220320,20220325,1581,16.55,26165.55,5
ART00383,MAG008,SUP013,LE001,PO1990998,20220205,20220223,131,141.99,18600.69,18
ART00797,MAG007,SUP060,LE001,PO1202570,20231108,20240106,1606,8.11,13024.66,59
ART00706,MAG003,SUP003,LE001,PO9889356,20210722,20210812,489,47,22983,21
ART00636,MAG006,SUP002,LE001,PO9685807,20240701,20240817,553,6,3318,47
ART00298,MAG015,SUP013,LE002,PO6089914,20220903,20221022,189,19.57,3698.73,49
ART00759,MAG004,SUP070,LE001,PO4620565,20210523,,1060,5248.49,5563399.4,
ART00468,MAG001,SUP056,LE001,PO1843921,20220608,20220627,1518,32.4,49183.2,19
ART00505,MAG001,SUP010,LE001,PO2985761,20231205,20231220,1044,524.58,547661.52,15
ART00151,MAG008,SUP021,LE001,PO7261726,20240309,20240411,1648,257.15,423783.2,33
ART00167,MAG002,SUP006,LE001,PO8730287,20210525,20210616,555,4446.24,2467663.2,22
ART00726,MAG013,SUP033,LE002,PO2966409,20211229,20220217,694,33.73,23408.62,50
ART00352,MAG017,SUP023,LE003,PO7229858,20211017,20211129,1898,468.5,889213,43
ART00890,MAG008,SUP014,LE001,PO5623385,20211231,20220227,1063,174.25,185227.75,58
ART00861,MAG019,SUP038,LE003,PO3065147,20221128,20221226,201,169.08,33985.08,28
ART00574,MAG010,SUP046,LE002,PO5299099,20220609,,507,413.93,209862.51,
ART00385,MAG013,SUP053,LE002,PO1699341,20210819,20211018,15,1,15,60
ART00626,MAG013,SUP048,LE002,PO4851964,20221022,20221119,1740,52.64,91593.6,28
ART00261,MAG008,SUP033,LE001,PO8883227,20240814,20240818,211,21.76,4591.36,4
ART00506,MAG010,SUP027,LE002,PO6808642,20211007,20211011,100,12.16,1216,4
ART00172,MAG016,SUP040,LE003,PO6865948,20240507,20240611,1722,1557.85,2682617.7,35
ART00026,MAG010,SUP004,LE002,PO2428797,20240510,,1060,390.36,413781.6,
ART00795,MAG006,SUP031,LE001,PO3739545,20210816,,1364,20.26,27634.64,
ART00064,MAG002,SUP040,LE001,PO1911461,20240129,20240220,127,8566.3,1087920.1,22
ART00835,MAG003,SUP044,LE001,PO2495417,20240810,20240930,1333,106.23,141604.59,51
ART00359,MAG001,SUP049,LE001,PO2946117,20220519,20220713,1884,223.37,420829.08,55
ART00447,MAG004,SUP021,LE001,PO8620818,20230610,20230711,592,176.23,104328.16,31
ART00886,MAG018,SUP039,LE003,PO4061637,20210226,20210313,1738,66.91,116289.58,15
ART00352,MAG008,SUP051,LE001,PO8313514,20240620,20240719,757,540.57,409211.49,29
ART00326,MAG001,SUP031,LE001,PO9476199,20241012,20241124,126,8109.8,1021834.8,43
ART00630,MAG003,SUP063,LE001,PO4642734,20210403,20210425,1668,67.96,113357.28,22
ART00423,MAG013,SUP075,LE002,PO1401300,20210409,20210519,1703,24.95,42489.85,40
ART00522,MAG019,SUP050,LE003,PO3234538,20240404,20240515,287,89.2,25600.4,41
ART00131,MAG008,SUP074,LE001,PO2003000,20210206,20210213,396,12.33,4882.68,7
ART00021,MAG010,SUP038,LE002,PO3309713,20240611,20240801,1064,107.05,113901.2,51
ART00221,MAG002,SUP022,LE001,PO7473519,20210410,,1636,288.36,471756.96,
ART00212,MAG014,SUP053,LE002,PO7152344,20220917,20221101,488,327.25,159698,45
ART00288,MAG001,SUP022,LE001,PO1916301,20230311,20230508,1836,352.77,647685.72,58
ART00696,MAG014,SUP057,LE002,PO9337171,20220428,20220523,885,18.83,16664.55,25
ART00238,MAG004,SUP074,LE001,PO8997695,20211121,20211223,1366,27.26,37237.16,32
ART00633,MAG018,SUP060,LE003,PO1293855,20220506,20220607,1218,17.99,21911.82,32
ART00774,MAG012,SUP080,LE002,PO6568345,20210308,20210418,35,25.1,878.5,41
ART00085,MAG002,SUP023,LE001,PO2036291,20230224,20230409,964,70.37,67836.68,44
ART00728,MAG019,SUP037,LE003,PO8707449,20220425,20220511,427,178.91,76394.57,16
ART00230,MAG018,SUP048,LE003,PO2135078,20240206,,1775,216.81,384837.75,
ART00501,MAG009,SUP074,LE002,PO9892979,20220828,20220911,1054,30.2,31830.8,14
ART00211,MAG020,SUP011,LE003,PO7261285,20220526,20220705,68,16.89,1148.52,40
ART00260,MAG020,SUP044,LE003,PO1251015,20220105,20220127,1661,12.86,21360.46,22
ART00745,MAG008,SUP068,LE001,PO9879622,20230326,20230422,167,35.96,6005.32,27
ART00369,MAG007,SUP054,LE001,PO1087296,20230209,20230227,1645,230.79,379649.55,18
ART00780,MAG012,SUP034,LE002,PO7919159,20240331,,223,73.1,16301.3,
ART00741,MAG003,SUP053,LE001,PO8154129,20211022,20211217,976,13.39,13068.64,56
ART00051,MAG007,SUP044,LE001,PO2499708,20220602,,1490,565.28,842267.2,
ART00439,MAG017,SUP012,LE003,PO4355772,20230821,20231005,1519,420.93,639392.67,45
ART00084,MAG002,SUP001,LE001,PO8041983,20240509,20240702,179,54.32,9723.28,54
ART00222,MAG008,SUP048,LE001,PO9845419,20240306,20240309,1186,44.57,52860.02,3
ART00784,MAG020,SUP080,LE003,PO2339692,20220301,20220319,1478,11.91,17602.98,18
ART00416,MAG018,SUP054,LE003,PO6716911,20231119,20231231,1784,96.3,171799.2,42
ART00290,MAG017,SUP009,LE003,PO7421651,20211108,20220107,1986,161.74,321215.64,60
ART00909,MAG012,SUP075,LE002,PO8744298,20241109,20241114,19,1658.75,31516.25,5
ART00828,MAG004,SUP066,LE001,PO8282076,20240603,20240719,1121,391.77,439174.17,46
ART00103,MAG007,SUP001,LE001,PO7872382,20220329,20220409,1496,837.94,1253558.24,11
ART00211,MAG009,SUP030,LE002,PO3807151,20240813,,715,18.58,13284.7,
ART00693,MAG009,SUP006,LE002,PO7411354,20230820,20230904,213,351.26,74818.38,15
ART00491,MAG012,SUP038,LE002,PO9476023,20210627,20210729,449,39.33,17659.17,32
ART00325,MAG016,SUP018,LE003,PO3138663,20230413,20230426,333,101,33633,13
ART00819,MAG005,SUP015,LE001,PO4664327,20231005,20231108,1261,288.75,364113.75,34
ART00549,MAG010,SUP028,LE002,PO9761238,20220602,20220607,1767,4527.02,7999244.34,5
ART00800,MAG013,SUP074,LE002,PO8628376,20220212,20220224,1413,26.33,37204.29,12
ART00463,MAG005,SUP025,LE001,PO7441178,20240619,20240803,1390,104.04,144615.6,45
ART00046,MAG004,SUP030,LE001,PO3498147,20210529,20210603,334,23.61,7885.74,5
ART00005,MAG020,SUP060,LE003,PO9338057,20220730,20220915,309,31.37,9693.33,47
ART00077,MAG011,SUP064,LE002,PO9857172,20221201,20221207,1925,289.82,557903.5,6
ART00408,MAG019,SUP051,LE003,PO3370940,20220202,20220327,123,20.11,2473.53,53
ART00660,MAG019,SUP011,LE003,PO1737471,20230908,20231008,1509,11,16599,30
ART00862,MAG003,SUP044,LE001,PO9653265,20210702,20210713,1556,117.63,183032.28,11
ART00996,MAG001,SUP054,LE001,PO7107655,20241225,20250116,988,133.42,131818.96,22
ART00546,MAG004,SUP017,LE001,PO2303691,20240617,20240801,1373,45.73,62787.29,45
ART00303,MAG010,SUP028,LE002,PO4182310,20230101,20230201,1467,8.28,12146.76,31
ART00379,MAG004,SUP060,LE001,PO4586053,20240531,20240725,1966,20.3,39909.8,55
ART00698,MAG008,SUP067,LE001,PO9130798,20231013,20231019,960,157.25,150960,6
ART00489,MAG006,SUP063,LE001,PO2581542,20240515,20240712,571,57.5,32832.5,58
ART00574,MAG007,SUP012,LE001,PO6013598,20210712,,1298,389.8,505960.4,
ART00772,MAG013,SUP023,LE002,PO8846238,20230618,20230729,1448,370.09,535890.32,41
ART00513,MAG010,SUP020,LE002,PO2024311,20240405,,966,14.88,14374.08,
ART00297,MAG011,SUP060,LE002,PO6757116,20221008,20221118,1012,5941.67,6012970.04,42
ART00471,MAG015,SUP070,LE002,PO7365453,20231222,20240131,969,342.54,331921.26,40
ART00116,MAG011,SUP010,LE002,PO3499656,20240106,20240210,236,120.96,28546.56,35
ART00854,MAG016,SUP068,LE003,PO2336162,20210408,20210522,1405,525.93,738931.65,44
ART00444,MAG009,SUP062,LE002,PO7900184,20230917,20230927,1300,485.64,631332,10
ART00524,MAG007,SUP018,LE001,PO1459946,20230807,20230903,910,24.98,22731.8,27
ART00659,MAG015,SUP003,LE002,PO3556053,20220331,20220419,1869,31.93,59677.17,19
ART00345,MAG017,SUP017,LE003,PO2730591,20210227,20210317,1599,92.07,147219.93,18
ART00595,MAG011,SUP033,LE002,PO7966812,20240725,20240906,890,403.28,358919.2,43
ART00160,MAG001,SUP067,LE001,PO8304365,20210615,20210625,714,77.19,55113.66,10
ART00424,MAG010,SUP031,LE002,PO4619471,20211213,20220128,327,10.6,3466.2,46
ART00404,MAG001,SUP040,LE001,PO8216627,20240905,20240914,563,254.08,143047.04,9
ART00028,MAG016,SUP031,LE003,PO5230995,20210615,20210801,1761,3.39,5969.79,47
ART00592,MAG011,SUP012,LE002,PO9950982,20221125,20221205,975,675.99,659090.25,10
ART00619,MAG014,SUP041,LE002,PO6601146,20220814,20220909,1234,5.98,7379.32,26
ART00850,MAG007,SUP053,LE001,PO9939098,20230215,20230408,890,4.4,3916,52
ART00973,MAG017,SUP059,LE003,PO4778803,20211209,,232,197.55,45831.6,
ART00328,MAG008,SUP041,LE001,PO3319314,20230514,20230527,241,22.54,5432.14,13
ART00713,MAG010,SUP007,LE002,PO6494890,20221001,20221122,1255,492.02,617485.1,53
ART00644,MAG006,SUP002,LE001,PO4532156,20230909,20231107,1788,8.14,14554.32,60
ART00911,MAG004,SUP062,LE001,PO7065019,20241222,20250115,863,41.92,36176.96,24
ART00837,MAG014,SUP054,LE002,PO8580897,20230509,20230526,1094,185.05,202444.7,17
ART00028,MAG020,SUP018,LE003,PO5214991,20220606,20220704,1563,3.53,5517.39,28
ART00401,MAG014,SUP016,LE002,PO5035284,20240210,20240314,1215,3493.55,4244663.25,33
ART00343,MAG013,SUP067,LE002,PO1532278,20240209,20240228,531,11.35,6026.85,19
ART00823,MAG001,SUP047,LE001,PO6106544,20240909,20241005,1367,16.61,22705.87,26
